INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000001', 'S000010', 'BP221', TO_TIMESTAMP('2025-03-13 06:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-13 06:49', 'YYYY-MM-DD HH24:MI'), 'cancelled', 'Trip cancelled due to low demand');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000076', 'S000034', 'BP366', TO_TIMESTAMP('2025-03-09 08:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-09 09:51', 'YYYY-MM-DD HH24:MI'), 'cancelled', 'Trip cancelled due to breakdown');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000077', 'S000023', 'BP255', TO_TIMESTAMP('2025-03-12 08:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-12 09:39', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Arrived on time');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000078', 'S000082', 'BP044', TO_TIMESTAMP('2025-03-27 07:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-27 08:35', 'YYYY-MM-DD HH24:MI'), 'delayed', 'Weather conditions caused delay');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000079', 'S000099', 'BP270', TO_TIMESTAMP('2025-03-15 14:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-15 14:42', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Reached as scheduled');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000080', 'S000001', 'BP028', TO_TIMESTAMP('2025-03-01 09:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-01 10:31', 'YYYY-MM-DD HH24:MI'), 'cancelled', 'Trip cancelled due to breakdown');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000081', 'S000003', 'BP256', TO_TIMESTAMP('2025-03-13 09:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-13 09:42', 'YYYY-MM-DD HH24:MI'), 'departed', 'Left platform as planned');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000082', 'S000012', 'BP394', TO_TIMESTAMP('2025-03-17 14:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-17 14:26', 'YYYY-MM-DD HH24:MI'), 'delayed', 'Weather conditions caused delay');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000083', 'S000019', 'BP198', TO_TIMESTAMP('2025-03-16 11:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-16 11:50', 'YYYY-MM-DD HH24:MI'), 'delayed', 'Weather conditions caused delay');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000084', 'S000065', 'BP213', TO_TIMESTAMP('2025-03-08 14:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-08 14:34', 'YYYY-MM-DD HH24:MI'), 'departed', 'Left platform as planned');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000085', 'S000021', 'BP316', TO_TIMESTAMP('2025-03-21 07:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-21 08:35', 'YYYY-MM-DD HH24:MI'), 'departed', 'Departed on time');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000086', 'S000011', 'BP388', TO_TIMESTAMP('2025-03-29 06:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-29 06:59', 'YYYY-MM-DD HH24:MI'), 'delayed', 'Weather conditions caused delay');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000087', 'S000019', 'BP349', TO_TIMESTAMP('2025-03-19 12:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-19 12:23', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Reached as scheduled');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000088', 'S000005', 'BP274', TO_TIMESTAMP('2025-03-02 12:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-02 12:34', 'YYYY-MM-DD HH24:MI'), 'delayed', 'Traffic jam caused delay');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000089', 'S000031', 'BP261', TO_TIMESTAMP('2025-03-28 10:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-28 11:44', 'YYYY-MM-DD HH24:MI'), 'cancelled', 'Trip cancelled due to weather');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000090', 'S000081', 'BP151', TO_TIMESTAMP('2025-03-22 07:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-22 08:27', 'YYYY-MM-DD HH24:MI'), 'departed', 'Departed on time');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000091', 'S000021', 'BP178', TO_TIMESTAMP('2025-03-17 14:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-17 14:30', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Arrived on time');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000092', 'S000035', 'BP082', TO_TIMESTAMP('2025-03-20 13:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-20 14:27', 'YYYY-MM-DD HH24:MI'), 'cancelled', 'Trip cancelled due to low demand');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000093', 'S000054', 'BP388', TO_TIMESTAMP('2025-03-12 10:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-12 10:59', 'YYYY-MM-DD HH24:MI'), 'cancelled', 'Trip cancelled due to low demand');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000094', 'S000061', 'BP142', TO_TIMESTAMP('2025-03-21 09:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-21 09:29', 'YYYY-MM-DD HH24:MI'), 'delayed', 'Traffic jam caused delay');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000095', 'S000025', 'BP322', TO_TIMESTAMP('2025-03-09 10:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-09 11:15', 'YYYY-MM-DD HH24:MI'), 'cancelled', 'Trip cancelled due to breakdown');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000096', 'S000001', 'BP114', TO_TIMESTAMP('2025-03-03 10:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-03 10:16', 'YYYY-MM-DD HH24:MI'), 'departed', 'Departed on time');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000097', 'S000082', 'BP059', TO_TIMESTAMP('2025-03-14 12:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-14 12:19', 'YYYY-MM-DD HH24:MI'), 'delayed', 'Traffic jam caused delay');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000098', 'S000088', 'BP083', TO_TIMESTAMP('2025-03-15 10:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-15 10:45', 'YYYY-MM-DD HH24:MI'), 'cancelled', 'Trip cancelled due to low demand');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000099', 'S000029', 'BP090', TO_TIMESTAMP('2025-03-22 06:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-22 06:14', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Reached as scheduled');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000100', 'S000036', 'BP358', TO_TIMESTAMP('2025-03-26 06:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-26 06:19', 'YYYY-MM-DD HH24:MI'), 'delayed', 'Traffic jam caused delay');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000101', 'S000063', 'BP197', TO_TIMESTAMP('2025-03-06 14:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-06 14:46', 'YYYY-MM-DD HH24:MI'), 'cancelled', 'Trip cancelled due to low demand');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000102', 'S000019', 'BP274', TO_TIMESTAMP('2025-03-25 10:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-25 10:32', 'YYYY-MM-DD HH24:MI'), 'delayed', 'Weather conditions caused delay');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000103', 'S000079', 'BP391', TO_TIMESTAMP('2025-03-01 12:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-01 12:13', 'YYYY-MM-DD HH24:MI'), 'departed', 'Departed on time');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000104', 'S000008', 'BP322', TO_TIMESTAMP('2025-03-16 12:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-16 12:35', 'YYYY-MM-DD HH24:MI'), 'cancelled', 'Trip cancelled due to low demand');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000105', 'S000062', 'BP311', TO_TIMESTAMP('2025-03-05 08:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-05 09:30', 'YYYY-MM-DD HH24:MI'), 'delayed', 'Traffic jam caused delay');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000106', 'S000013', 'BP186', TO_TIMESTAMP('2025-03-03 13:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-03 13:47', 'YYYY-MM-DD HH24:MI'), 'delayed', 'Weather conditions caused delay');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000107', 'S000078', 'BP078', TO_TIMESTAMP('2025-03-20 13:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-20 14:02', 'YYYY-MM-DD HH24:MI'), 'departed', 'Left platform as planned');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000108', 'S000006', 'BP210', TO_TIMESTAMP('2025-03-25 12:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-25 12:14', 'YYYY-MM-DD HH24:MI'), 'departed', 'Departed on time');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000109', 'S000099', 'BP235', TO_TIMESTAMP('2025-03-25 10:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-25 10:37', 'YYYY-MM-DD HH24:MI'), 'cancelled', 'Trip cancelled due to weather');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000110', 'S000032', 'BP235', TO_TIMESTAMP('2025-03-18 07:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-18 07:27', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Arrived on time');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000111', 'S000072', 'BP292', TO_TIMESTAMP('2025-03-16 06:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-16 07:51', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Arrived on time');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000112', 'S000099', 'BP103', TO_TIMESTAMP('2025-03-31 11:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-31 12:07', 'YYYY-MM-DD HH24:MI'), 'cancelled', 'Trip cancelled due to weather');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000113', 'S000071', 'BP027', TO_TIMESTAMP('2025-03-21 10:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-21 10:35', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Arrived on time');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000114', 'S000031', 'BP061', TO_TIMESTAMP('2025-03-10 06:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-10 07:54', 'YYYY-MM-DD HH24:MI'), 'departed', 'Left platform as planned');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000115', 'S000059', 'BP175', TO_TIMESTAMP('2025-03-20 13:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-20 14:20', 'YYYY-MM-DD HH24:MI'), 'cancelled', 'Trip cancelled due to breakdown');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000116', 'S000002', 'BP105', TO_TIMESTAMP('2025-03-18 08:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-18 09:13', 'YYYY-MM-DD HH24:MI'), 'departed', 'Departed on time');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000117', 'S000038', 'BP143', TO_TIMESTAMP('2025-03-01 11:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-01 12:00', 'YYYY-MM-DD HH24:MI'), 'departed', 'Departed on time');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000118', 'S000049', 'BP330', TO_TIMESTAMP('2025-03-22 10:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-22 11:18', 'YYYY-MM-DD HH24:MI'), 'delayed', 'Mechanical issue delayed departure');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000119', 'S000073', 'BP004', TO_TIMESTAMP('2025-03-18 08:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-18 09:06', 'YYYY-MM-DD HH24:MI'), 'delayed', 'Mechanical issue delayed departure');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000120', 'S000018', 'BP283', TO_TIMESTAMP('2025-03-31 06:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-31 07:50', 'YYYY-MM-DD HH24:MI'), 'departed', 'Departed on time');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000121', 'S000059', 'BP256', TO_TIMESTAMP('2025-03-31 08:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-31 08:13', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Arrived on time');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000122', 'S000074', 'BP224', TO_TIMESTAMP('2025-03-28 09:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-28 10:19', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Reached as scheduled');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000123', 'S000097', 'BP144', TO_TIMESTAMP('2025-03-21 08:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-21 08:26', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Reached as scheduled');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000124', 'S000051', 'BP399', TO_TIMESTAMP('2025-03-30 14:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-30 15:08', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Arrived on time');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000125', 'S000071', 'BP159', TO_TIMESTAMP('2025-03-08 10:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-08 10:18', 'YYYY-MM-DD HH24:MI'), 'cancelled', 'Trip cancelled due to low demand');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000126', 'S000048', 'BP135', TO_TIMESTAMP('2025-03-24 07:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-24 08:25', 'YYYY-MM-DD HH24:MI'), 'departed', 'Departed on time');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000127', 'S000016', 'BP264', TO_TIMESTAMP('2025-03-06 09:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-06 10:50', 'YYYY-MM-DD HH24:MI'), 'cancelled', 'Trip cancelled due to weather');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000128', 'S000046', 'BP216', TO_TIMESTAMP('2025-03-21 07:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-21 08:46', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Arrived on time');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000129', 'S000088', 'BP076', TO_TIMESTAMP('2025-03-28 12:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-28 13:32', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Arrived on time');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000130', 'S000080', 'BP329', TO_TIMESTAMP('2025-03-26 11:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-26 12:00', 'YYYY-MM-DD HH24:MI'), 'departed', 'Departed on time');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000131', 'S000078', 'BP366', TO_TIMESTAMP('2025-03-03 08:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-03 09:36', 'YYYY-MM-DD HH24:MI'), 'delayed', 'Mechanical issue delayed departure');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000132', 'S000077', 'BP075', TO_TIMESTAMP('2025-03-06 12:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-06 12:16', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Reached as scheduled');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000133', 'S000072', 'BP197', TO_TIMESTAMP('2025-03-25 11:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-25 12:53', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Reached as scheduled');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000134', 'S000096', 'BP282', TO_TIMESTAMP('2025-03-09 08:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-09 09:35', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Reached as scheduled');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000135', 'S000013', 'BP056', TO_TIMESTAMP('2025-03-30 10:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-30 10:39', 'YYYY-MM-DD HH24:MI'), 'delayed', 'Traffic jam caused delay');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000136', 'S000013', 'BP201', TO_TIMESTAMP('2025-03-15 14:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-15 15:31', 'YYYY-MM-DD HH24:MI'), 'departed', 'Left platform as planned');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000137', 'S000043', 'BP158', TO_TIMESTAMP('2025-03-19 09:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-19 10:09', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Reached as scheduled');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000138', 'S000070', 'BP353', TO_TIMESTAMP('2025-03-07 14:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-07 14:34', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Arrived on time');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000139', 'S000050', 'BP019', TO_TIMESTAMP('2025-03-20 09:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-20 09:31', 'YYYY-MM-DD HH24:MI'), 'delayed', 'Mechanical issue delayed departure');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000140', 'S000001', 'BP009', TO_TIMESTAMP('2025-03-06 09:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-06 10:49', 'YYYY-MM-DD HH24:MI'), 'cancelled', 'Trip cancelled due to weather');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000141', 'S000020', 'BP090', TO_TIMESTAMP('2025-03-08 09:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-08 10:09', 'YYYY-MM-DD HH24:MI'), 'cancelled', 'Trip cancelled due to low demand');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000142', 'S000066', 'BP093', TO_TIMESTAMP('2025-03-08 13:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-08 13:51', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Arrived on time');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000143', 'S000002', 'BP081', TO_TIMESTAMP('2025-03-18 14:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-18 14:32', 'YYYY-MM-DD HH24:MI'), 'departed', 'Left platform as planned');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000144', 'S000060', 'BP031', TO_TIMESTAMP('2025-03-24 10:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-24 11:10', 'YYYY-MM-DD HH24:MI'), 'departed', 'Departed on time');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000145', 'S000039', 'BP185', TO_TIMESTAMP('2025-03-12 07:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-12 08:08', 'YYYY-MM-DD HH24:MI'), 'arrived', 'Reached as scheduled');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000146', 'S000062', 'BP030', TO_TIMESTAMP('2025-03-24 13:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-24 13:13', 'YYYY-MM-DD HH24:MI'), 'departed', 'Left platform as planned');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000147', 'S000058', 'BP014', TO_TIMESTAMP('2025-03-06 14:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-06 14:23', 'YYYY-MM-DD HH24:MI'), 'departed', 'Departed on time');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000148', 'S000038', 'BP024', TO_TIMESTAMP('2025-03-22 12:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-22 12:54', 'YYYY-MM-DD HH24:MI'), 'departed', 'Left platform as planned');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000149', 'S000027', 'BP054', TO_TIMESTAMP('2025-03-30 10:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-30 11:11', 'YYYY-MM-DD HH24:MI'), 'delayed', 'Traffic jam caused delay');
INSERT INTO tripStopLog (tripStopId, busScheduleId, platformId, actualArrivalTime, actualDepartureTime, status, remarks) VALUES ('TS000150', 'S000040', 'BP129', TO_TIMESTAMP('2025-03-07 11:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-07 12:11', 'YYYY-MM-DD HH24:MI'), 'departed', 'Departed on time');
