INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000001', 'CU0050', 'T00000000001', 25.00, 20.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-04-20 13:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00001', 'Payment for T00000000001', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000067', 'CU0037', 'T00000000067', 35.00, 15.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-03-04 13:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00067', 'Payment for T00000000067', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000068', 'CU0070', 'T00000000068', 40.00, 35.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-04-29 13:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00068', 'Payment for T00000000068', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000069', 'CU0059', 'T00000000069', 20.00, 0.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-04-12 20:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00069', 'Payment for T00000000069', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000070', 'CU0022', 'T00000000070', 20.00, 20.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-03-30 08:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00070', 'Payment for T00000000070', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000071', 'CU0071', 'T00000000071', 30.00, 10.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-03-19 08:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00071', 'Payment for T00000000071', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000072', 'CU0039', 'T00000000072', 40.00, 35.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-03-17 08:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00072', 'Payment for T00000000072', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000073', 'CU0036', 'T00000000073', 30.00, 20.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-04-30 07:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00073', 'Payment for T00000000073', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000074', 'CU0065', 'T00000000074', 25.00, 25.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-04-09 07:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00074', 'Payment for T00000000074', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000075', 'CU0007', 'T00000000075', 35.00, 35.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-03-07 11:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00075', 'Payment for T00000000075', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000076', 'CU0025', 'T00000000076', 30.00, 30.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-03-17 11:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00076', 'Payment for T00000000076', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000077', 'CU0058', 'T00000000077', 20.00, 10.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-04-17 09:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00077', 'Payment for T00000000077', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000078', 'CU0061', 'T00000000078', 25.00, 20.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-04-25 11:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00078', 'Payment for T00000000078', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000079', 'CU0028', 'T00000000079', 30.00, 10.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-04-06 08:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00079', 'Payment for T00000000079', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000080', 'CU0058', 'T00000000080', 25.00, 20.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-04-20 19:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00080', 'Payment for T00000000080', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000081', 'CU0043', 'T00000000081', 30.00, 10.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-04-17 10:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00081', 'Payment for T00000000081', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000082', 'CU0089', 'T00000000082', 30.00, 25.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-03-04 13:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00082', 'Payment for T00000000082', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000083', 'CU0008', 'T00000000083', 30.00, 10.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-04-02 08:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00083', 'Payment for T00000000083', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000084', 'CU0065', 'T00000000084', 40.00, 20.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-04-25 16:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00084', 'Payment for T00000000084', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000085', 'CU0007', 'T00000000085', 40.00, 30.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-03-04 06:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00085', 'Payment for T00000000085', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000086', 'CU0095', 'T00000000086', 30.00, 10.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-03-17 08:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00086', 'Payment for T00000000086', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000087', 'CU0066', 'T00000000087', 30.00, 30.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-03-02 07:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00087', 'Payment for T00000000087', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000088', 'CU0088', 'T00000000088', 40.00, 40.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-04-02 15:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00088', 'Payment for T00000000088', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000089', 'CU0072', 'T00000000089', 25.00, 25.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-04-16 18:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00089', 'Payment for T00000000089', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000090', 'CU0078', 'T00000000090', 25.00, 25.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-04-16 15:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00090', 'Payment for T00000000090', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000091', 'CU0013', 'T00000000091', 30.00, 20.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-04-06 13:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00091', 'Payment for T00000000091', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000092', 'CU0008', 'T00000000092', 30.00, 10.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-04-19 19:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00092', 'Payment for T00000000092', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000093', 'CU0056', 'T00000000093', 25.00, 25.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-04-24 12:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00093', 'Payment for T00000000093', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000094', 'CU0018', 'T00000000094', 20.00, 10.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-03-15 19:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00094', 'Payment for T00000000094', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000095', 'CU0062', 'T00000000095', 35.00, 35.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-03-08 12:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00095', 'Payment for T00000000095', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000096', 'CU0006', 'T00000000096', 20.00, 0.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-03-08 08:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00096', 'Payment for T00000000096', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000097', 'CU0023', 'T00000000097', 25.00, 25.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-03-08 19:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00097', 'Payment for T00000000097', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000098', 'CU0065', 'T00000000098', 35.00, 25.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-04-07 15:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00098', 'Payment for T00000000098', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000099', 'CU0071', 'T00000000099', 20.00, 15.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-03-08 08:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00099', 'Payment for T00000000099', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000100', 'CU0073', 'T00000000100', 25.00, 15.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-04-11 10:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00100', 'Payment for T00000000100', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000101', 'CU0008', 'T00000000101', 35.00, 35.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-04-25 07:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00101', 'Payment for T00000000101', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000102', 'CU0048', 'T00000000102', 40.00, 30.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-03-17 20:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00102', 'Payment for T00000000102', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000103', 'CU0052', 'T00000000103', 25.00, 5.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-03-11 12:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00103', 'Payment for T00000000103', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000104', 'CU0015', 'T00000000104', 20.00, 0.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-03-01 20:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00104', 'Payment for T00000000104', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000105', 'CU0020', 'T00000000105', 35.00, 35.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-03-25 06:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00105', 'Payment for T00000000105', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000106', 'CU0061', 'T00000000106', 40.00, 30.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-04-22 14:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00106', 'Payment for T00000000106', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000107', 'CU0024', 'T00000000107', 40.00, 20.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-03-06 14:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00107', 'Payment for T00000000107', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000108', 'CU0084', 'T00000000108', 35.00, 25.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-03-28 13:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00108', 'Payment for T00000000108', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000109', 'CU0076', 'T00000000109', 40.00, 20.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-04-01 12:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00109', 'Payment for T00000000109', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000110', 'CU0061', 'T00000000110', 25.00, 25.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-04-26 15:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00110', 'Payment for T00000000110', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000111', 'CU0040', 'T00000000111', 20.00, 15.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-03-05 13:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00111', 'Payment for T00000000111', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000112', 'CU0012', 'T00000000112', 35.00, 15.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-03-30 06:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00112', 'Payment for T00000000112', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000113', 'CU0067', 'T00000000113', 25.00, 25.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-03-20 19:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00113', 'Payment for T00000000113', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000114', 'CU0087', 'T00000000114', 20.00, 15.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-03-03 06:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00114', 'Payment for T00000000114', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000115', 'CU0016', 'T00000000115', 40.00, 40.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-04-24 15:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00115', 'Payment for T00000000115', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000116', 'CU0013', 'T00000000116', 40.00, 30.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-04-04 17:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00116', 'Payment for T00000000116', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000117', 'CU0090', 'T00000000117', 20.00, 10.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-03-20 16:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00117', 'Payment for T00000000117', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000118', 'CU0002', 'T00000000118', 40.00, 40.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-03-31 07:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00118', 'Payment for T00000000118', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000119', 'CU0080', 'T00000000119', 20.00, 15.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-03-11 08:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00119', 'Payment for T00000000119', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000120', 'CU0100', 'T00000000120', 25.00, 5.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-03-08 13:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00120', 'Payment for T00000000120', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000121', 'CU0032', 'T00000000121', 30.00, 20.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-04-13 07:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00121', 'Payment for T00000000121', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000122', 'CU0051', 'T00000000122', 35.00, 25.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-04-13 13:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00122', 'Payment for T00000000122', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000123', 'CU0099', 'T00000000123', 35.00, 30.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-04-01 13:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00123', 'Payment for T00000000123', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000124', 'CU0098', 'T00000000124', 40.00, 40.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-03-12 14:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00124', 'Payment for T00000000124', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000125', 'CU0028', 'T00000000125', 40.00, 40.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-03-23 10:45', 'YYYY-MM-DD HH24:MI'), 'RCPT-00125', 'Payment for T00000000125', 'E-Wallet', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000126', 'CU0071', 'T00000000126', 25.00, 20.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-04-24 09:30', 'YYYY-MM-DD HH24:MI'), 'RCPT-00126', 'Payment for T00000000126', 'Credit Card', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000127', 'CU0007', 'T00000000127', 30.00, 25.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-04-01 20:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00127', 'Payment for T00000000127', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000128', 'CU0099', 'T00000000128', 30.00, 10.00, 200, 20.00, 'completed', TO_TIMESTAMP('2025-03-20 17:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00128', 'Payment for T00000000128', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000129', 'CU0050', 'T00000000129', 35.00, 25.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-04-11 15:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00129', 'Payment for T00000000129', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000130', 'CU0066', 'T00000000130', 20.00, 20.00, 0, 0.00, 'completed', TO_TIMESTAMP('2025-03-20 17:15', 'YYYY-MM-DD HH24:MI'), 'RCPT-00130', 'Payment for T00000000130', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000131', 'CU0087', 'T00000000131', 20.00, 15.00, 50, 5.00, 'completed', TO_TIMESTAMP('2025-03-31 12:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00131', 'Payment for T00000000131', 'Cash', 'ticket');
INSERT INTO paymentRecord (paymentId, customerId, ticketId, totalAmount, cashAmount, pointsApplied, pointValue, status, paymentTime, receiptNo, remarks, paymentMethod, type) VALUES ('P000132', 'CU0050', 'T00000000132', 25.00, 15.00, 100, 10.00, 'completed', TO_TIMESTAMP('2025-03-20 14:00', 'YYYY-MM-DD HH24:MI'), 'RCPT-00132', 'Payment for T00000000132', 'E-Wallet', 'ticket');
