INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000001', 'D0401', NULL, 'B0216', TO_DATE('2025-01-19 14:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-01-19 22:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'inactive', 'Regular shift');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000114', 'D0227', NULL, 'B0500', TO_DATE('2025-04-17 17:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-04-18 01:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'inactive', 'Emergency support');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000115', 'D0129', NULL, 'B0438', TO_DATE('2025-01-22 09:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-01-22 17:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'inactive', 'Holiday service');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000116', 'D0404', 'D0166', 'B0307', TO_DATE('2025-03-13 15:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-13 23:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'inactive', 'Holiday service');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000117', 'D0457', 'D0052', 'B0380', TO_DATE('2025-04-19 06:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-04-19 14:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Regular shift');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000118', 'D0392', NULL, 'B0470', TO_DATE('2025-03-19 12:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-19 20:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Regular shift');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000121', 'D0220', NULL, 'B0447', TO_DATE('2025-01-12 15:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-01-12 23:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Holiday service');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000125', 'D0282', NULL, 'B0176', TO_DATE('2025-01-05 14:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-01-05 22:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Regular shift');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000127', 'D0094', NULL, 'B0349', TO_DATE('2025-03-31 18:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-04-01 02:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Holiday service');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000130', 'D0188', NULL, 'B0168', TO_DATE('2025-01-01 09:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-01-01 17:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Holiday service');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000134', 'D0072', 'D0071', 'B0296', TO_DATE('2025-04-21 06:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-04-21 14:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'inactive', 'Regular shift');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000137', 'D0231', NULL, 'B0124', TO_DATE('2025-04-20 09:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-04-20 17:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'inactive', 'Holiday service');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000139', 'D0430', NULL, 'B0134', TO_DATE('2025-03-23 18:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-24 02:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Regular shift');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000142', 'D0126', 'D0068', 'B0448', TO_DATE('2025-03-17 06:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-17 14:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Training');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000143', 'D0255', NULL, 'B0277', TO_DATE('2025-03-23 06:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-23 14:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Regular shift');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000146', 'D0325', NULL, 'B0460', TO_DATE('2025-04-11 11:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-04-11 19:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Regular shift');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000147', 'D0045', 'D0043', 'B0074', TO_DATE('2025-02-10 17:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-02-11 01:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Special event');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000150', 'D0261', NULL, 'B0433', TO_DATE('2025-01-16 16:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-01-17 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Holiday service');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000152', 'D0490', NULL, 'B0112', TO_DATE('2025-02-09 06:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-02-09 14:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Regular shift');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000153', 'D0339', 'D0352', 'B0042', TO_DATE('2025-02-15 06:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-02-15 14:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Special event');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000155', 'D0162', NULL, 'B0059', TO_DATE('2025-01-11 06:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-01-11 14:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Emergency support');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000156', 'D0488', NULL, 'B0350', TO_DATE('2025-02-05 15:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-02-05 23:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'inactive', 'Training');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000157', 'D0227', NULL, 'B0143', TO_DATE('2025-01-27 07:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-01-27 15:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'inactive', 'Holiday service');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000160', 'D0285', NULL, 'B0121', TO_DATE('2025-02-22 15:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-02-22 23:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Emergency support');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000161', 'D0422', 'D0300', 'B0204', TO_DATE('2025-02-25 12:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-02-25 20:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Training');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000162', 'D0225', NULL, 'B0467', TO_DATE('2025-04-10 10:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-04-10 18:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Holiday service');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000163', 'D0060', NULL, 'B0104', TO_DATE('2025-04-26 07:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-04-26 15:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Emergency support');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000165', 'D0023', NULL, 'B0098', TO_DATE('2025-03-19 17:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-20 01:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'inactive', 'Holiday service');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000166', 'D0242', 'D0230', 'B0025', TO_DATE('2025-01-29 17:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-01-30 01:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Holiday service');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000167', 'D0029', NULL, 'B0208', TO_DATE('2025-04-04 13:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-04-04 21:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'inactive', 'Training');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000169', 'D0023', 'D0177', 'B0375', TO_DATE('2025-04-24 10:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-04-24 18:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Holiday service');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000170', 'D0422', NULL, 'B0428', TO_DATE('2025-01-11 09:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-01-11 17:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Training');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000171', 'D0417', 'D0020', 'B0058', TO_DATE('2025-01-08 12:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-01-08 20:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Emergency support');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000175', 'D0209', 'D0471', 'B0305', TO_DATE('2025-02-19 17:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-02-20 01:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Regular shift');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000176', 'D0180', NULL, 'B0047', TO_DATE('2025-01-29 07:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-01-29 15:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'inactive', 'Emergency support');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000178', 'D0110', 'D0339', 'B0202', TO_DATE('2025-04-13 10:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-04-13 18:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Holiday service');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000182', 'D0043', NULL, 'B0144', TO_DATE('2025-01-26 18:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-01-27 02:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Training');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000183', 'D0467', NULL, 'B0229', TO_DATE('2025-03-18 12:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-18 20:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Regular shift');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000187', 'D0128', NULL, 'B0065', TO_DATE('2025-01-08 11:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-01-08 19:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Holiday service');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000188', 'D0065', 'D0222', 'B0253', TO_DATE('2025-04-05 08:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-04-05 16:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Training');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000191', 'D0485', 'D0020', 'B0064', TO_DATE('2025-03-05 15:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-05 23:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Training');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000195', 'D0406', NULL, 'B0019', TO_DATE('2025-01-19 17:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-01-20 01:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Training');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000198', 'D0234', NULL, 'B0383', TO_DATE('2025-04-25 13:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-04-25 21:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Regular shift');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000199', 'D0095', 'D0046', 'B0162', TO_DATE('2025-02-23 10:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-02-23 18:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'inactive', 'Training');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000201', 'D0006', 'D0072', 'B0314', TO_DATE('2025-04-25 11:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-04-25 19:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Special event');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000204', 'D0247', 'D0267', 'B0156', TO_DATE('2025-04-01 13:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-04-01 21:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Emergency support');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000206', 'D0193', NULL, 'B0377', TO_DATE('2025-04-15 10:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-04-15 18:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Emergency support');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000207', 'D0071', 'D0007', 'B0001', TO_DATE('2025-03-17 12:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-17 20:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Holiday service');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000208', 'D0044', NULL, 'B0029', TO_DATE('2025-04-07 18:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-04-08 02:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'inactive', 'Training');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000210', 'D0132', 'D0304', 'B0493', TO_DATE('2025-02-21 08:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-02-21 16:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Regular shift');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000212', 'D0340', NULL, 'B0409', TO_DATE('2025-02-04 09:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-02-04 17:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Training');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000213', 'D0136', NULL, 'B0406', TO_DATE('2025-03-06 15:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-06 23:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Regular shift');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000215', 'D0353', NULL, 'B0071', TO_DATE('2025-01-31 16:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-02-01 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'inactive', 'Regular shift');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000217', 'D0006', NULL, 'B0433', TO_DATE('2025-02-01 08:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-02-01 16:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'inactive', 'Special event');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000219', 'D0324', 'D0247', 'B0426', TO_DATE('2025-04-23 08:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-04-23 16:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'not_assigned', 'Holiday service');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000220', 'D0151', NULL, 'B0217', TO_DATE('2025-02-18 17:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-02-19 01:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Regular shift');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000223', 'D0036', NULL, 'B0034', TO_DATE('2025-03-12 08:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-03-12 16:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Special event');
INSERT INTO DRIVER_LIST_ASSIGNMENT (ASSIGNMENT_ID, MAIN_DRIVER_ID, SUPPORT_DRIVER_ID, BUS_ID, ASSIGNED_FROM, ASSIGNED_TO, STATUS, REMARKS) VALUES ('A000225', 'D0273', NULL, 'B0432', TO_DATE('2025-04-28 18:00:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2025-04-29 02:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'inactive', 'Emergency support');
