-- Bus
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0001', 'C020', 'K3320A', 'Mercedes-Benz OC500', 50, 'inactive', 2006, 'Awaiting spare parts');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0117', 'C001', 'K2671D', 'Mercedes-Benz OC500', 45, 'under_maintenance', 2003, 'Newly purchased');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0118', 'C014', 'B9152E', 'Isuzu LV423R', 40, 'under_maintenance', 2011, 'Reserved for holiday peak');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0119', 'C015', 'B2457B', 'Hino RK8', 44, 'retired', 2011, 'Newly purchased');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0120', 'C009', 'P7068D', 'Scania K410', 50, 'active', 2016, 'Newly purchased');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0121', 'C017', 'P4425B', 'Hino RK8', 48, 'active', 2000, 'Operational bus');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0122', 'C009', 'P4300C', 'Scania K410', 40, 'under_maintenance', 2010, 'Routine service');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0123', 'C016', 'J5123E', 'Hino RK8', 50, 'under_maintenance', 2024, 'Reserved for holiday peak');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0124', 'C001', 'W3207D', 'Scania K410', 44, 'active', 2025, 'Newly purchased');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0125', 'C016', 'B2929A', 'Hino RK8', 48, 'under_maintenance', 2015, 'Routine service');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0126', 'C007', 'P1132D', 'Hino RK8', 45, 'active', 2016, 'Operational bus');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0127', 'C017', 'J8900B', 'Mercedes-Benz OC500', 45, 'retired', 2006, 'Awaiting spare parts');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0128', 'C004', 'P4392B', 'Volvo B11R', 50, 'active', 2020, 'Reserved for holiday peak');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0129', 'C020', 'B3705C', 'Isuzu LV423R', 45, 'under_maintenance', 2004, 'Routine service');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0130', 'C003', 'B3169E', 'Isuzu LV423R', 45, 'active', 2024, 'Reserved for holiday peak');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0131', 'C004', 'W1226C', 'Scania K410', 45, 'inactive', 2007, 'Operational bus');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0132', 'C020', 'K2602D', 'Mercedes-Benz OC500', 40, 'active', 2001, 'Awaiting spare parts');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0133', 'C002', 'K1403C', 'Scania K410', 48, 'under_maintenance', 2017, 'Newly purchased');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0134', 'C002', 'K7323D', 'Scania K410', 50, 'retired', 2014, 'Awaiting spare parts');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0135', 'C002', 'B8130C', 'Mercedes-Benz OC500', 50, 'active', 2002, 'Operational bus');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0136', 'C003', 'W5867A', 'MAN A95', 44, 'active', 2003, 'Accident repair');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0137', 'C016', 'B5765D', 'MAN A95', 50, 'under_maintenance', 2000, 'Accident repair');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0138', 'C004', 'P3196D', 'MAN A95', 40, 'under_maintenance', 2016, 'Reserved for holiday peak');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0139', 'C012', 'K2886C', 'Volvo B11R', 52, 'inactive', 2016, 'Reserved for holiday peak');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0140', 'C005', 'W6806D', 'Hino RK8', 48, 'active', 2010, 'Newly purchased');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0141', 'C018', 'J2264D', 'Volvo B11R', 40, 'inactive', 2008, 'Routine service');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0142', 'C006', 'P7667E', 'Hino RK8', 44, 'under_maintenance', 2001, 'Newly purchased');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0143', 'C015', 'J2657D', 'Mercedes-Benz OC500', 50, 'under_maintenance', 2013, 'Awaiting spare parts');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0144', 'C017', 'B3023D', 'MAN A95', 44, 'retired', 2002, 'Awaiting spare parts');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0145', 'C006', 'P9955E', 'Mercedes-Benz OC500', 40, 'inactive', 2018, 'Accident repair');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0146', 'C009', 'B6066E', 'Isuzu LV423R', 45, 'inactive', 2009, 'Reserved for holiday peak');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0147', 'C002', 'J9894B', 'Isuzu LV423R', 45, 'retired', 2009, 'Routine service');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0148', 'C018', 'B5299D', 'Scania K410', 45, 'retired', 2020, 'Newly purchased');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0149', 'C010', 'W8079D', 'Volvo B11R', 40, 'retired', 2008, 'Operational bus');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0150', 'C001', 'B5116E', 'Hino RK8', 48, 'active', 2025, 'Routine service');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0151', 'C001', 'J7052D', 'Volvo B11R', 45, 'inactive', 2008, 'Accident repair');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0152', 'C001', 'W6597A', 'Hino RK8', 48, 'retired', 2011, 'Accident repair');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0153', 'C017', 'J2729A', 'Volvo B11R', 44, 'active', 2012, 'Reserved for holiday peak');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0154', 'C013', 'B8077D', 'Volvo B11R', 48, 'active', 2025, 'Awaiting spare parts');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0155', 'C006', 'J2345D', 'Volvo B11R', 52, 'active', 2012, 'Operational bus');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0156', 'C015', 'W7486E', 'Volvo B11R', 40, 'inactive', 2017, 'Operational bus');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0157', 'C019', 'B6522C', 'Hino RK8', 40, 'inactive', 2024, 'Accident repair');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0158', 'C003', 'W9050E', 'Scania K410', 52, 'active', 2000, 'Newly purchased');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0159', 'C019', 'W4900D', 'Mercedes-Benz OC500', 45, 'inactive', 2022, 'Routine service');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0160', 'C001', 'B7105C', 'Mercedes-Benz OC500', 44, 'under_maintenance', 2018, 'Reserved for holiday peak');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0161', 'C004', 'W8494A', 'Hino RK8', 48, 'active', 2018, 'Operational bus');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0162', 'C012', 'K5987C', 'MAN A95', 45, 'under_maintenance', 2003, 'Operational bus');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0163', 'C002', 'B7103B', 'Hino RK8', 52, 'inactive', 2004, 'Awaiting spare parts');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0164', 'C005', 'P4427E', 'Scania K410', 40, 'active', 2005, 'Routine service');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0165', 'C019', 'B9286B', 'Mercedes-Benz OC500', 48, 'under_maintenance', 2020, 'Operational bus');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0166', 'C017', 'W9859A', 'Hino RK8', 45, 'active', 2003, 'Accident repair');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0167', 'C009', 'K8141C', 'MAN A95', 45, 'retired', 2011, 'Awaiting spare parts');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0168', 'C003', 'P9833A', 'Hino RK8', 44, 'active', 2004, 'Operational bus');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0169', 'C012', 'B3592E', 'Isuzu LV423R', 40, 'active', 2012, 'Reserved for holiday peak');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0170', 'C016', 'W8951E', 'Volvo B11R', 52, 'inactive', 2018, 'Awaiting spare parts');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0171', 'C001', 'P4426C', 'Hino RK8', 52, 'under_maintenance', 2010, 'Operational bus');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0172', 'C018', 'K7440B', 'Mercedes-Benz OC500', 52, 'active', 2009, 'Reserved for holiday peak');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0173', 'C016', 'K5938D', 'Scania K410', 48, 'active', 2022, 'Reserved for holiday peak');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0174', 'C004', 'P4512C', 'Hino RK8', 48, 'under_maintenance', 2011, 'Accident repair');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0175', 'C010', 'W5534B', 'Scania K410', 44, 'retired', 2010, 'Accident repair');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0176', 'C011', 'P2733B', 'Scania K410', 45, 'retired', 2004, 'Awaiting spare parts');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0177', 'C016', 'P5165B', 'MAN A95', 48, 'under_maintenance', 2008, 'Routine service');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0178', 'C016', 'P1050D', 'MAN A95', 52, 'active', 2014, 'Operational bus');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0179', 'C004', 'K2393E', 'Volvo B11R', 45, 'active', 2017, 'Awaiting spare parts');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0180', 'C002', 'J5251E', 'Hino RK8', 52, 'active', 2004, 'Reserved for holiday peak');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0181', 'C018', 'P3116A', 'Hino RK8', 48, 'retired', 2012, 'Reserved for holiday peak');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0182', 'C020', 'P2133D', 'MAN A95', 45, 'inactive', 2022, 'Awaiting spare parts');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0183', 'C001', 'P4015E', 'Scania K410', 40, 'inactive', 2007, 'Routine service');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0184', 'C005', 'W2188B', 'Mercedes-Benz OC500', 40, 'active', 2001, 'Accident repair');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0185', 'C016', 'B2383C', 'Hino RK8', 40, 'active', 2003, 'Awaiting spare parts');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0186', 'C007', 'P2640E', 'Isuzu LV423R', 45, 'under_maintenance', 2008, 'Operational bus');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0187', 'C014', 'K1519E', 'Volvo B11R', 45, 'under_maintenance', 2013, 'Newly purchased');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0188', 'C011', 'P8313C', 'Mercedes-Benz OC500', 44, 'inactive', 2023, 'Operational bus');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0189', 'C003', 'P5424A', 'Isuzu LV423R', 44, 'retired', 2002, 'Operational bus');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0190', 'C018', 'B4694B', 'Scania K410', 48, 'under_maintenance', 2002, 'Accident repair');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0191', 'C018', 'B5633D', 'Isuzu LV423R', 40, 'retired', 2018, 'Accident repair');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0192', 'C020', 'J4603A', 'MAN A95', 45, 'active', 2008, 'Accident repair');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0193', 'C007', 'K6340C', 'MAN A95', 48, 'retired', 2023, 'Operational bus');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0194', 'C002', 'J5993B', 'MAN A95', 52, 'retired', 2022, 'Accident repair');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0195', 'C019', 'B8554B', 'Mercedes-Benz OC500', 40, 'inactive', 2010, 'Routine service');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0196', 'C013', 'B8133C', 'Hino RK8', 48, 'retired', 2021, 'Awaiting spare parts');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0197', 'C007', 'B6135D', 'MAN A95', 45, 'under_maintenance', 2012, 'Accident repair');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0198', 'C019', 'K5590C', 'Volvo B11R', 52, 'active', 2021, 'Routine service');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0199', 'C016', 'B2777E', 'Isuzu LV423R', 44, 'inactive', 2007, 'Reserved for holiday peak');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0200', 'C019', 'P6174C', 'Isuzu LV423R', 40, 'inactive', 2006, 'Awaiting spare parts');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0201', 'C019', 'J5651C', 'Volvo B11R', 52, 'inactive', 2020, 'Operational bus');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0202', 'C002', 'B1329B', 'MAN A95', 40, 'active', 2011, 'Operational bus');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0203', 'C010', 'B8408B', 'Mercedes-Benz OC500', 44, 'retired', 2020, 'Routine service');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0204', 'C002', 'P5956C', 'Hino RK8', 40, 'inactive', 2018, 'Operational bus');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0205', 'C001', 'B4101A', 'Mercedes-Benz OC500', 48, 'under_maintenance', 2003, 'Awaiting spare parts');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0206', 'C010', 'J9308B', 'MAN A95', 44, 'active', 2019, 'Reserved for holiday peak');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0207', 'C012', 'K1606B', 'MAN A95', 52, 'under_maintenance', 2023, 'Awaiting spare parts');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0208', 'C019', 'J9340E', 'MAN A95', 52, 'inactive', 2003, 'Routine service');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0209', 'C018', 'J1377E', 'Hino RK8', 45, 'under_maintenance', 2023, 'Newly purchased');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0210', 'C014', 'W9649B', 'Mercedes-Benz OC500', 45, 'retired', 2001, 'Newly purchased');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0211', 'C020', 'J7967D', 'Scania K410', 45, 'inactive', 2025, 'Routine service');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0212', 'C003', 'W5139C', 'Isuzu LV423R', 50, 'retired', 2015, 'Accident repair');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0213', 'C015', 'W9119D', 'Scania K410', 52, 'active', 2023, 'Reserved for holiday peak');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0214', 'C008', 'P9376A', 'MAN A95', 50, 'under_maintenance', 2018, 'Operational bus');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0215', 'C007', 'K5744E', 'Scania K410', 48, 'inactive', 2022, 'Awaiting spare parts');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0216', 'C001', 'W2423D', 'Scania K410', 44, 'under_maintenance', 2014, 'Operational bus');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0217', 'C008', 'P8191A', 'Hino RK8', 45, 'active', 2021, 'Routine service');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0218', 'C002', 'K9968C', 'Volvo B11R', 40, 'retired', 2022, 'Routine service');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0219', 'C014', 'W4645A', 'Hino RK8', 50, 'retired', 2021, 'Routine service');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0220', 'C001', 'B5386B', 'Isuzu LV423R', 45, 'retired', 2021, 'Newly purchased');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0221', 'C003', 'B3891E', 'MAN A95', 48, 'active', 2005, 'Routine service');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0222', 'C004', 'W6418D', 'MAN A95', 52, 'inactive', 2008, 'Operational bus');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0223', 'C007', 'W6456B', 'Isuzu LV423R', 48, 'under_maintenance', 2018, 'Awaiting spare parts');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0224', 'C009', 'P9320A', 'Hino RK8', 50, 'retired', 2024, 'Newly purchased');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0225', 'C020', 'J7854E', 'Volvo B11R', 45, 'retired', 2005, 'Awaiting spare parts');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0226', 'C016', 'W1927D', 'Mercedes-Benz OC500', 52, 'under_maintenance', 2019, 'Newly purchased');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0227', 'C019', 'K8411A', 'Volvo B11R', 48, 'active', 2005, 'Accident repair');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0228', 'C013', 'P2685B', 'Isuzu LV423R', 45, 'retired', 2000, 'Reserved for holiday peak');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0229', 'C017', 'W9572A', 'Mercedes-Benz OC500', 52, 'under_maintenance', 2005, 'Reserved for holiday peak');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0230', 'C009', 'K7612A', 'Volvo B11R', 52, 'inactive', 2000, 'Awaiting spare parts');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0231', 'C012', 'P5825A', 'Scania K410', 52, 'active', 2000, 'Newly purchased');
INSERT INTO BUS (BUS_ID, COMPANY_ID, PLATE_NO, MODEL, CAPACITY, STATUS, YEAR, REMARKS) VALUES ('B0232', 'C019', 'J2280C', 'Volvo B11R', 50, 'retired', 2007, 'Newly purchased');
