INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40001, 4289, 80069, 50030, TO_DATE('2022-06-24 02:25:54', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-11-26 04:22:18', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40381, 4411, 80126, 50201, TO_DATE('2022-07-02 21:32:12', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2023-11-14 08:06:39', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40382, 4065, 80305, 50302, TO_DATE('2022-03-23 10:36:16', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2023-10-25 11:45:38', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40383, 4459, 80325, 50066, TO_DATE('2022-07-30 22:14:07', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-04-28 19:17:29', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40384, 4387, 80096, 50368, TO_DATE('2023-02-18 07:09:43', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-05-09 19:46:07', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40385, 4086, 80026, 50200, TO_DATE('2022-09-26 11:05:37', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-03-28 04:35:41', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40386, 4144, 80205, 50046, TO_DATE('2023-02-20 22:53:32', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-06-23 13:40:42', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40387, 4245, 80055, 50044, TO_DATE('2020-02-29 02:52:55', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2023-03-01 12:48:27', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40388, 4285, 80395, 50174, TO_DATE('2020-04-18 15:47:21', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2023-09-15 21:51:27', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40389, 4287, 80386, 50097, TO_DATE('2022-11-06 07:20:38', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-01-14 01:04:56', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40390, 4357, 80315, 50125, TO_DATE('2020-04-07 15:27:36', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2023-07-14 22:22:41', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40391, 4196, 80295, 50116, TO_DATE('2021-02-16 00:58:16', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-09-30 04:20:57', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40392, 4191, 80125, 50208, TO_DATE('2021-08-24 19:17:09', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2023-12-09 02:26:04', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40393, 4012, 80486, 50015, TO_DATE('2020-08-20 00:47:03', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2022-04-08 19:39:54', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40394, 4395, 80274, 50271, TO_DATE('2020-01-20 21:36:38', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-08-21 23:35:58', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40395, 4441, 80289, 50147, TO_DATE('2023-06-20 08:56:03', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-10-27 18:53:34', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40396, 4163, 80107, 50012, TO_DATE('2020-10-11 08:07:50', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-04-05 12:00:12', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40397, 4156, 80151, 50317, TO_DATE('2023-05-03 04:24:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2023-01-29 14:06:31', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40398, 4004, 80329, 50327, TO_DATE('2020-07-30 12:39:03', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2023-03-27 07:32:09', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40399, 4195, 80318, 50081, TO_DATE('2021-01-20 09:45:22', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-07-14 06:05:06', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40400, 4144, 80143, 50404, TO_DATE('2021-04-11 11:58:29', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2023-09-14 22:12:23', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40401, 4257, 80419, 50159, TO_DATE('2023-04-21 23:24:41', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-05-31 16:16:18', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40402, 4421, 80015, 50116, TO_DATE('2023-12-03 17:00:17', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-11-15 05:45:36', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40403, 4191, 80288, 50382, TO_DATE('2022-08-07 06:34:28', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-03-24 15:01:28', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40404, 4460, 80251, 50368, TO_DATE('2023-06-06 22:24:49', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-08-17 19:22:55', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40405, 4089, 80377, 50142, TO_DATE('2021-01-05 11:24:26', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2023-12-26 19:13:19', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40406, 4397, 80178, 50253, TO_DATE('2020-08-10 23:45:25', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-03-19 23:53:37', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40407, 4157, 80320, 50159, TO_DATE('2021-01-24 16:19:53', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2022-10-22 01:19:22', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40408, 4020, 80179, 50465, TO_DATE('2021-06-30 14:05:07', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2022-04-10 06:49:39', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40409, 4434, 80064, 50014, TO_DATE('2023-05-12 05:48:38', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-07-26 18:15:25', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40410, 4360, 80035, 50251, TO_DATE('2023-01-03 17:52:24', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-07-02 03:06:47', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40411, 4142, 80496, 50068, TO_DATE('2021-09-13 19:21:05', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-09-04 02:09:33', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40412, 4483, 80137, 50373, TO_DATE('2020-05-25 05:45:17', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-04-26 23:42:43', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40413, 4474, 80248, 50419, TO_DATE('2021-05-22 04:58:29', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2023-06-22 12:39:20', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40414, 4016, 80170, 50231, TO_DATE('2021-04-22 17:38:53', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-04-27 23:47:11', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40415, 4262, 80256, 50088, TO_DATE('2022-11-11 07:33:44', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-01-23 00:25:51', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40416, 4013, 80342, 50282, TO_DATE('2021-05-22 02:11:54', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-05-25 16:35:56', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40417, 4398, 80145, 50382, TO_DATE('2022-07-20 06:56:59', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2023-05-24 07:27:35', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40418, 4189, 80159, 50197, TO_DATE('2022-07-06 00:27:06', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-01-18 18:40:12', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40419, 4379, 80119, 50345, TO_DATE('2022-03-30 23:54:41', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-01-07 21:09:03', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40420, 4308, 80449, 50290, TO_DATE('2020-12-14 23:35:57', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2023-01-11 01:53:23', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40421, 4086, 80159, 50442, TO_DATE('2020-10-04 21:32:53', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-06-02 15:14:48', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40422, 4490, 80302, 50335, TO_DATE('2023-02-05 15:25:18', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2022-11-28 13:48:08', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40423, 4081, 80038, 50451, TO_DATE('2022-10-05 08:08:30', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-11-10 01:44:17', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40424, 4471, 80306, 50191, TO_DATE('2022-08-27 03:22:04', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2022-02-08 01:58:27', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40425, 4201, 80021, 50236, TO_DATE('2023-02-18 02:35:15', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2022-05-22 01:31:05', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40426, 4011, 80132, 50057, TO_DATE('2022-02-28 15:44:53', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2022-03-15 21:37:17', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40427, 4352, 80216, 50019, TO_DATE('2020-07-31 06:05:43', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2022-06-13 03:10:22', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40428, 4365, 80036, 50319, TO_DATE('2022-07-26 01:40:52', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2022-03-21 20:33:18', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40429, 4192, 80316, 50025, TO_DATE('2022-03-17 09:07:20', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-01-31 05:23:52', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40430, 4120, 80140, 50408, TO_DATE('2022-11-20 01:39:06', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2023-03-08 00:08:24', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40431, 4498, 80006, 50028, TO_DATE('2021-10-17 00:51:11', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-03-03 15:43:51', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40432, 4199, 80482, 50225, TO_DATE('2022-06-13 14:17:39', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2023-04-03 11:52:01', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40433, 4361, 80141, 50363, TO_DATE('2020-11-19 10:37:10', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-07-18 18:49:39', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40434, 4109, 80151, 50281, TO_DATE('2021-02-18 18:11:49', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-06-28 04:03:08', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40435, 4060, 80119, 50385, TO_DATE('2021-04-03 23:02:02', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-03-09 03:46:58', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40436, 4424, 80359, 50161, TO_DATE('2020-04-22 14:13:41', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-08-26 11:06:12', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40437, 4427, 80230, 50145, TO_DATE('2021-04-29 01:03:43', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2023-03-23 07:00:27', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40438, 4088, 80415, 50273, TO_DATE('2020-01-02 20:34:43', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2022-05-21 06:14:11', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40439, 4249, 80483, 50267, TO_DATE('2021-10-20 13:48:51', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2023-10-12 13:48:26', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40440, 4438, 80011, 50363, TO_DATE('2022-11-19 01:39:25', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-07-23 15:20:11', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40441, 4004, 80110, 50402, TO_DATE('2020-11-04 01:26:01', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2022-01-01 10:41:33', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40442, 4289, 80259, 50139, TO_DATE('2021-04-18 07:21:57', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-12-21 14:42:48', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40443, 4157, 80381, 50180, TO_DATE('2020-03-05 18:21:25', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2022-11-06 05:15:10', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40444, 4007, 80295, 50236, TO_DATE('2020-12-13 04:47:45', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-09-16 14:29:13', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40445, 4464, 80267, 50213, TO_DATE('2023-05-20 20:50:33', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2023-07-15 15:17:56', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40446, 4090, 80321, 50067, TO_DATE('2021-10-18 15:17:47', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-05-14 07:34:20', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40447, 4358, 80082, 50496, TO_DATE('2020-09-01 02:00:12', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-12-04 15:18:01', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40448, 4215, 80273, 50163, TO_DATE('2022-04-10 17:41:39', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2022-09-12 08:07:53', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40449, 4054, 80394, 50005, TO_DATE('2021-10-28 16:11:54', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-11-28 14:25:48', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40450, 4198, 80099, 50420, TO_DATE('2022-08-12 12:01:55', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2022-02-19 21:40:27', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40451, 4358, 80110, 50435, TO_DATE('2023-03-25 19:15:05', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-04-20 13:56:57', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40452, 4424, 80347, 50198, TO_DATE('2023-03-24 15:25:54', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-10-31 19:59:45', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40453, 4332, 80056, 50195, TO_DATE('2022-10-28 00:21:15', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-01-07 14:18:55', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40454, 4075, 80047, 50039, TO_DATE('2022-06-06 01:18:34', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2023-09-21 20:05:41', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40455, 4391, 80111, 50273, TO_DATE('2020-09-17 07:10:18', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-12-24 16:30:12', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40456, 4433, 80233, 50200, TO_DATE('2022-09-19 12:11:41', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-07-06 22:40:27', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40457, 4447, 80379, 50172, TO_DATE('2020-04-28 22:52:13', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-05-23 03:15:13', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
INSERT INTO DriverAssignment (assignmentID, driverID, busID, busScheduleID, assignedFrom, assignedTo, status, remarks) VALUES (40458, 4388, 80446, 50371, TO_DATE('2020-12-18 13:51:14', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2022-02-24 17:06:21', 'YYYY-MM-DD HH24:MI:SS'), 'active', 'Daily trip assignment');
