INSERT INTO Bus (busID, companyID, plateNo, model, capacity, status, year, remarks) VALUES (80001, 318, 'BUS80001', 'Recognize Model', 36, 'Active', 2024, 'Standard Coach');
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50032, 2011, TO_DATE('2023-05-30 03:43:33', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2023-05-30 05:56:33', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 39.06);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50033, 2016, TO_DATE('2020-05-28 00:20:06', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-05-28 05:45:06', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 75.21);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50034, 2011, TO_DATE('2020-09-19 10:09:28', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-09-19 14:39:28', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 99.52);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50035, 2001, TO_DATE('2021-05-24 07:56:22', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-05-24 11:51:22', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 76.77);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50036, 2011, TO_DATE('2020-10-08 00:33:51', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-10-08 06:21:51', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 43.03);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50037, 2020, TO_DATE('2023-06-15 00:56:49', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2023-06-15 06:55:49', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 42.28);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50038, 2011, TO_DATE('2020-03-19 11:28:28', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-03-19 15:05:28', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 87.67);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50039, 2014, TO_DATE('2020-05-16 02:16:19', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-05-16 06:42:19', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 22.23);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50040, 2020, TO_DATE('2020-01-07 18:13:28', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-01-07 20:53:28', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 88.2);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50041, 2002, TO_DATE('2021-11-27 13:42:30', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-11-27 15:25:30', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 54.67);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50042, 2013, TO_DATE('2023-11-07 01:23:40', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2023-11-07 06:46:40', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 74.92);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50043, 2006, TO_DATE('2023-04-15 19:23:52', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2023-04-15 23:53:52', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 92.47);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50044, 2005, TO_DATE('2023-03-10 01:35:14', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2023-03-10 06:51:14', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 40.72);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50045, 2009, TO_DATE('2023-05-24 14:00:23', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2023-05-24 19:12:23', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 38.03);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50046, 2017, TO_DATE('2021-04-12 00:34:16', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-04-12 05:09:16', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 98.34);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50047, 2009, TO_DATE('2020-05-13 15:32:14', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-05-13 20:24:14', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 32.74);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50048, 2005, TO_DATE('2022-03-26 17:14:52', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2022-03-26 23:11:52', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 13.74);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50049, 2005, TO_DATE('2022-11-13 02:10:44', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2022-11-13 05:03:44', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 90.35);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50050, 2017, TO_DATE('2021-11-02 09:14:36', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-11-02 12:56:36', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 94.2);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50051, 2017, TO_DATE('2020-04-27 19:47:10', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-04-27 21:59:10', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 40.9);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50052, 2013, TO_DATE('2023-08-14 02:15:31', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2023-08-14 06:24:31', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 92.05);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50053, 2001, TO_DATE('2022-01-02 03:30:22', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2022-01-02 06:03:22', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 41.57);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50054, 2005, TO_DATE('2020-07-20 17:09:45', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-07-20 18:55:45', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 91.82);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50055, 2014, TO_DATE('2021-12-22 08:13:47', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-12-22 11:06:47', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 51.66);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50056, 2014, TO_DATE('2020-11-09 13:49:50', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-11-09 15:32:50', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 49.26);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50057, 2009, TO_DATE('2022-03-24 21:10:02', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2022-03-24 23:15:02', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 99.82);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50058, 2006, TO_DATE('2023-12-31 16:46:23', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2023-12-31 22:12:23', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 25.26);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50059, 2018, TO_DATE('2023-07-23 01:30:34', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2023-07-23 05:29:34', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 48.81);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50060, 2008, TO_DATE('2020-11-09 07:33:12', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-11-09 10:27:12', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 12.68);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50061, 2017, TO_DATE('2021-12-10 14:12:32', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-12-10 19:43:32', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 37.55);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50062, 2012, TO_DATE('2020-03-14 00:22:54', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-03-14 02:51:54', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 83.56);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50063, 2001, TO_DATE('2022-06-16 14:44:46', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2022-06-16 18:29:46', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 62.87);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50064, 2008, TO_DATE('2022-08-26 09:39:34', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2022-08-26 12:41:34', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 58.69);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50065, 2001, TO_DATE('2023-09-25 04:58:51', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2023-09-25 08:09:51', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 12.98);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50066, 2019, TO_DATE('2020-07-06 02:49:18', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-07-06 06:55:18', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 48.01);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50067, 2009, TO_DATE('2023-07-18 13:03:42', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2023-07-18 18:14:42', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 42.33);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50068, 2008, TO_DATE('2022-10-25 11:19:50', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2022-10-25 16:58:50', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 38.31);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50069, 2005, TO_DATE('2020-01-17 13:55:57', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-01-17 15:27:57', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 20.48);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50070, 2019, TO_DATE('2023-06-15 09:48:20', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2023-06-15 11:32:20', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 41.24);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50071, 2016, TO_DATE('2022-10-21 04:22:53', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2022-10-21 06:46:53', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 21.21);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50072, 2008, TO_DATE('2023-02-05 14:44:25', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2023-02-05 20:02:25', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 48.65);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50073, 2007, TO_DATE('2020-11-24 17:03:40', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-11-24 21:52:40', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 47.03);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50074, 2002, TO_DATE('2021-03-12 21:46:29', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-03-13 03:01:29', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 31.87);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50075, 2015, TO_DATE('2021-12-31 15:57:08', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-12-31 20:47:08', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 99.1);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50076, 2005, TO_DATE('2023-01-12 07:39:46', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2023-01-12 09:11:46', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 57.78);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50077, 2009, TO_DATE('2022-01-22 05:35:03', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2022-01-22 11:03:03', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 19.92);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50078, 2014, TO_DATE('2022-02-28 00:53:03', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2022-02-28 03:22:03', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 64.64);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50079, 2006, TO_DATE('2022-11-21 20:06:22', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2022-11-21 21:43:22', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 91.72);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50080, 2006, TO_DATE('2021-12-12 03:31:29', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-12-12 06:52:29', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 72.43);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50081, 2003, TO_DATE('2021-09-23 11:46:11', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-09-23 13:33:11', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 65.05);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50082, 2001, TO_DATE('2023-10-11 10:26:22', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2023-10-11 12:12:22', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 85.19);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50083, 2004, TO_DATE('2022-12-27 17:49:19', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2022-12-27 23:08:19', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 48.13);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50084, 2002, TO_DATE('2022-04-07 15:42:38', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2022-04-07 21:13:38', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 24.78);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50085, 2001, TO_DATE('2021-05-22 19:04:43', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-05-22 23:07:43', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 74.97);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50086, 2009, TO_DATE('2022-04-24 12:34:18', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2022-04-24 17:26:18', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 75.36);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50087, 2009, TO_DATE('2022-01-21 10:49:34', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2022-01-21 16:35:34', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 22.03);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50088, 2006, TO_DATE('2021-03-19 09:39:14', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-03-19 15:32:14', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 55.87);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50089, 2006, TO_DATE('2021-06-09 00:02:17', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-06-09 03:22:17', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 65.63);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50090, 2012, TO_DATE('2020-01-30 21:37:20', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-01-31 01:26:20', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 76.45);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50091, 2002, TO_DATE('2021-09-27 12:04:42', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-09-27 15:10:42', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 40.52);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50092, 2019, TO_DATE('2020-09-15 23:54:58', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-09-16 02:21:58', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 79.6);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50093, 2005, TO_DATE('2022-09-12 00:59:05', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2022-09-12 05:09:05', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 17.66);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50094, 2019, TO_DATE('2020-09-17 23:27:22', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-09-18 02:43:22', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 96.0);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50095, 2003, TO_DATE('2020-10-24 12:01:28', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-10-24 14:03:28', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 43.57);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50096, 2005, TO_DATE('2021-10-03 05:23:43', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-10-03 07:29:43', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 24.03);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50097, 2008, TO_DATE('2021-12-01 18:39:11', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-12-01 20:12:11', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 61.69);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50098, 2012, TO_DATE('2023-09-02 23:49:44', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2023-09-03 05:23:44', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 71.51);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50099, 2019, TO_DATE('2023-03-30 11:56:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2023-03-30 17:06:00', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 79.25);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50100, 2018, TO_DATE('2021-06-09 20:02:20', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-06-09 23:00:20', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 73.42);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50101, 2020, TO_DATE('2020-03-29 06:59:37', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-03-29 10:09:37', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 84.81);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50102, 2003, TO_DATE('2022-09-13 13:39:08', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2022-09-13 17:01:08', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 75.36);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50103, 2009, TO_DATE('2023-06-05 19:20:27', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2023-06-05 22:31:27', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 36.59);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50104, 2009, TO_DATE('2023-09-10 17:28:00', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2023-09-10 20:02:00', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 17.34);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50105, 2009, TO_DATE('2023-09-22 16:06:51', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2023-09-22 19:34:51', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 70.78);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50106, 2006, TO_DATE('2021-06-19 19:31:15', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2021-06-19 22:40:15', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 76.52);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50107, 2003, TO_DATE('2022-08-17 07:24:26', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2022-08-17 12:14:26', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 18.78);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50108, 2018, TO_DATE('2022-11-17 04:44:28', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2022-11-17 07:53:28', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 61.91);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50109, 2016, TO_DATE('2020-10-20 08:36:51', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2020-10-20 13:58:51', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 18.23);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50110, 2017, TO_DATE('2022-09-20 10:18:01', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2022-09-20 13:01:01', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 86.01);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50111, 2019, TO_DATE('2022-09-29 12:44:25', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2022-09-29 15:33:25', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 23.37);
INSERT INTO BusSchedule (busScheduleID, routeID, plannedDepartureTime, plannedArrivalTime, status, remarks, price) VALUES (50112, 2015, TO_DATE('2023-12-26 21:27:26', 'YYYY-MM-DD HH24:MI:SS'), TO_DATE('2023-12-26 23:41:26', 'YYYY-MM-DD HH24:MI:SS'), 'Planned', 'No remarks', 83.93);
